respondent_id,score,feedback,nps_reason_primary,nps_reason_secondary,primary_category,plan_type,city,tenure_days,source,sprint_id,sprint_start
98742c27d15a,0,"28 दिन ही मिलता है, जबकि 1 महीने का बोलते हैं। और नेटवर्क भी बहुत गंदा है, बहुत स्लो है।",28-Day Plan Issue,Slow Speed,Offering/ Plan Dissatisfaction,Verma,,135,WA,Sprint 11,2026-12-01
0447f4283836,8,Validity increase 28 days to 30 days,28-Day Plan Issue,,Offering/ Plan Dissatisfaction,Verma,,270,WA,Sprint 11,2026-12-01
78c93805358f,10,Nice,General Good Service,,Good Internet Experience,Verma,,45,WA,Sprint 11,2026-12-01
4656f2b794ee,10,500 handuder stolmant de raha hai,Affordable,,Good Price,Verma,,45,WA,Sprint 11,2026-12-01
e626f3d22724,10,"Aapke Rs theek hai 
 Network theek hai phone TV vagaira sab kuchh chal jaate Hain",Affordable,,Good Price,Verma,,270,WA,Sprint 11,2026-12-01
8318287b702b,10,Affordable,Affordable,,Good Price,Verma,,135,CT,Sprint 11,2026-12-01
ce4f7f89adca,8,"Affordable price and zero connection fee, quick and responsive support. The only this is sometimes I'm facing low network connectivity. Although everything is perfect I would recommend Wiom WiFi to every known.",Affordable,Good Customer Support - Call Centre,Good Price,Verma,,270,WA,Sprint 11,2026-12-01
7645b3257284,10,Budget fix,Affordable,,Good Price,Verma,,270,CT,Sprint 11,2026-12-01
0651cab8eac9,7,Chip and best,Affordable,,Good Price,Verma,,270,WA,Sprint 11,2026-12-01
e8b236c0b9fa,8,Free free connection router wifi speed,Affordable,Good Speed,Good Price,Verma,,270,WA,Sprint 11,2026-12-01
7939b3a0810e,5,I am a student he must help me for online study and affordable price with in 1 to 3 day installation with attached on this price,Affordable,,Good Price,Verma,,45,WA,Sprint 11,2026-12-01
c9762ec67016,5,It's ok ok & budget,Affordable,,Good Price,Verma,,270,WA,Sprint 11,2026-12-01
7080b04bba95,5,Jinko financial koi problem h wo yah use kr sakta h pr iski timingbht km h1 month richarge nhi krte to router mang lete h ek dum se phir sudden karnapadta h richarge,Affordable,,Good Price,Verma,,270,WA,Sprint 11,2026-12-01
cd0c5a93c267,10,Wiom ke service acchi hai,General Good Service,,Good Internet Experience,Verma,,270,WA,Sprint 11,2026-12-01
dee2abab3125,7,Km budget m achi service de raha hai wiom,Affordable,,Good Price,Verma,,135,WA,Sprint 11,2026-12-01
10a5301334ab,10,Kyuki ye bahut acha aur free mai bhi laga hai isi wajah se,Affordable,,Good Price,Verma,,135,WA,Sprint 11,2026-12-01
39a10a5208f8,7,Sabse achcha hai aur sasta bhi hai budget mein hai ghar mein bacchon ki padhaai ke liye kam aata Hai apne bhi kam aata Hai TV connection se bahut achcha hai sab kuchh dekh sakte hain WiFi se net ki speed bhi acchi hai ab tak Koi kharabi Koi connection nahin Kisi prakar ka koi honi hai Seva bahut acchi mil rahi hai office ke kam bhi kar sakte hain ham Koi dikkat aati Hai call per attend Ho jaati Hai complaint recharge vagaira sab system online hai hamen message a jaate Hain recharge khatm hone se 6 din pahle 5 din pahle data chalta rahata hai yah nahin ki net khatm Ho Gaya to hamara data banH H,Affordable,General Bad Service,Good Price,Verma,,45,WA,Sprint 11,2026-12-01
96ad941de1e4,9,Same day installation. Without any charge,Affordable,Quick Installation,Good Price,Verma,,45,CT,Sprint 11,2026-12-01
f3ca2f5b0420,10,Sasta aur behtar,Affordable,,Good Price,Verma,,270,WA,Sprint 11,2026-12-01
b033ffccdf5e,10,Unlimited internet and affordable,Affordable,,Good Price,Verma,,270,WA,Sprint 11,2026-12-01
3fc756bffad8,10,Value for money,Affordable,,Good Price,Verma,,45,WA,Sprint 11,2026-12-01
705d27a0721e,10,Wiom ka wifi price kafi achha he....or yaha jo per month discount milta he voto or bhi achha he....ek middle class person ke liye kafi affordable he,Affordable,,Good Price,Verma,,270,WA,Sprint 11,2026-12-01
24104c0b29c8,10,Wiom sabse sasta or badiya hai,Affordable,,Good Price,Verma,,270,WA,Sprint 11,2026-12-01
b85ad7c5d973,9,कम पैसों में अच्छी सर्विस दे रहा है।,Affordable,,Good Price,Verma,,270,WA,Sprint 11,2026-12-01
88a70e9c640d,10,मुझे Wiom बहुत पसंद है क्योंकि यह बहुत कम रुपयों में मिलता है और इंटरनेट सेवा काफ़ी अच्छी होती है।,Affordable,,Good Price,Verma,,270,WA,Sprint 11,2026-12-01
295a6c3472f4,10,यह बहुत सस्ता और भरोसेमंद है।,Affordable,,Good Price,Verma,,135,WA,Sprint 11,2026-12-01
88f8b0c9bd2c,0,Bekar net hai castmer surcices achi ni hai,Bad Customer Support - Call Centre,,Bad Cx Support,Verma,,45,WA,Sprint 11,2026-12-01
b26ef63248db,10,Wiom are tha parfact net in futchae,General Good Service,,Good Internet Experience,Verma,,135,WA,Sprint 11,2026-12-01
72253185e829,0,"Due date come before days, they bother to pay before due date",Bad Customer Support - Call Centre,,Bad Cx Support,Verma,,270,WA,Sprint 11,2026-12-01
4925696f8e9f,3,No response by technician after doing complaint,Bad Customer Support - Technician,,Bad Cx Support,Verma,,270,WA,Sprint 11,2026-12-01
d6f1c0b70eee,6,Operator Service Bad,Bad Customer Support - Technician,,Bad Cx Support,Verma,,270,WA,Sprint 11,2026-12-01
86f7267ea25e,0,When we suffer from any problem so the agents say that we try our best to solve your problem but there is no action taken by them so this is the reason,Bad Customer Support - Call Center,,Bad Cx Support,Verma,,135,WA,Sprint 11,2026-12-01
7ad965da5708,10,"Wiom अभी तक टीवी को कनेक्शन नहीं हुआ है।
आपके कनेक्शन ऑपरेटर से कम्प्लेंट की है, मगर कुछ करते नहीं हैं।
कृपया ध्यान दीजिए। धन्यवाद सर।",Bad Customer Support - Technician,,Bad Cx Support,Verma,,135,WA,Sprint 11,2026-12-01
7dbc952c25e9,1,"28 din mein 15 din networking hota Hai 
 Per De do teen ghante ke liye cut ho jata hai 
 Payment aap log Puri loge 
 Aapki service bahut bekar hai",Frequent Disconnections,,Bad Internet Experience,Verma,,270,WA,Sprint 11,2026-12-01
8bde53cdb7ac,10,,,,,Verma,,45,WA,Sprint 11,2026-12-01
d552af991834,0,"**यह स्कोर देने की सबसे बड़ी वजह यह है कि Wiom का जो राउटर कनेक्शन है, वह बहुत खराब है। इसका नेटवर्क हमेशा गायब रहता है।
कस्टमर केयर पर कॉल करने पर भी तुरंत समाधान नहीं मिलता, बस बातें बनाई जाती हैं और फिर भी समस्या ठीक नहीं होती।

इसे लगवाकर मैं पूरी तरह परेशान हो गया हूँ, इसलिए मैं अपने रिश्तेदारों को ऐसा कनेक्शन लगवाने की सलाह बिल्कुल नहीं दूँगा।**",Frequent Disconnections,Bad Customer Support - Call Centre,Bad Internet Experience,Verma,,45,WA,Sprint 11,2026-12-01
995299d481bb,6,28 days mi se 4-5 din kharab ho jata hai vase acha hai,Frequent Disconnections,,Bad Internet Experience,Verma,,270,WA,Sprint 11,2026-12-01
bcca81920a92,1,Aapki services bilkul bekar h and afternoon me net work nhi krta and technical support bekar h,Frequent Disconnections,Bad Customer Support - Technician,Bad Internet Experience,Verma,,270,WA,Sprint 11,2026-12-01
